Block,Virus_prob,Latitude,Longitude,NumMosquitos,Month,Year,DayRunner,Virus,ALTER,PIPIENS,PIPIENS-RESTUANS,RESTUANS,Tmax,Tmin,rainy,dry,Dry_Wet_Diff,Slowdown,Speedy,Tmax-1,rainy-1,dry-1,Dry_Wet_Diff-1,Slowdown-1,Speedy-1,Tmax-2,rainy-2,dry-2,Dry_Wet_Diff-2,Slowdown-2,Speedy-2
10,0.02878787878787879,41.773215,-87.60088,18,7,2011,206,0,0,0,1,0,90,73,0,0,0,1,0,87.0,1.0,0.0,0.0,1.0,0.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,18,7,2011,206,0,0,0,0,1,90,73,0,0,0,1,0,87.0,1.0,0.0,0.0,1.0,0.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,2,7,2011,206,0,0,1,0,0,90,73,0,0,0,1,0,87.0,1.0,0.0,0.0,1.0,0.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,3,7,2011,206,0,0,1,0,0,90,73,0,0,0,1,0,87.0,1.0,0.0,0.0,1.0,0.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,17,7,2011,206,0,0,0,1,0,90,73,0,0,0,1,0,87.0,1.0,0.0,0.0,1.0,0.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,6,7,2011,206,0,0,0,0,1,90,73,0,0,0,1,0,87.0,1.0,0.0,0.0,1.0,0.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,1,7,2011,206,0,0,0,1,0,90,73,0,0,0,1,0,87.0,1.0,0.0,0.0,1.0,0.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.957799,-87.930995,12,7,2011,206,0,0,1,0,0,90,73,0,0,0,1,0,87.0,1.0,0.0,0.0,1.0,0.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.957799,-87.930995,12,7,2011,206,0,0,0,0,1,90,73,0,0,0,1,0,87.0,1.0,0.0,0.0,1.0,0.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,1,7,2011,210,0,0,0,0,1,86,74,1,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,92.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,2,7,2011,210,0,0,1,0,0,86,74,1,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,92.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,5,7,2011,210,0,0,0,1,0,86,74,1,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,92.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,6,7,2011,210,0,0,0,0,1,86,74,1,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,92.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,1,7,2011,210,0,0,0,0,1,86,74,1,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,92.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,9,7,2011,210,0,0,0,1,0,86,74,1,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,92.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,3,7,2011,210,0,0,0,1,0,86,74,1,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,92.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.957799,-87.930995,10,7,2011,210,1,0,0,0,1,86,74,1,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,92.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,17,8,2011,217,0,0,0,1,0,84,70,1,0,0,1,0,84.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,3,8,2011,217,0,0,0,0,1,84,70,1,0,0,1,0,84.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,1,8,2011,217,0,0,1,0,0,84,70,1,0,0,1,0,84.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,2,8,2011,217,0,0,0,1,0,84,70,1,0,0,1,0,84.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,1,8,2011,217,0,0,0,0,1,84,70,1,0,0,1,0,84.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,2,8,2011,217,0,0,1,0,0,84,70,1,0,0,1,0,84.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,4,8,2011,217,0,0,0,1,0,84,70,1,0,0,1,0,84.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,3,8,2011,217,0,0,0,0,1,84,70,1,0,0,1,0,84.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,1,8,2011,217,0,1,0,0,0,84,70,1,0,0,1,0,84.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,2,8,2011,217,0,0,1,0,0,84,70,1,0,0,1,0,84.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,1,8,2011,217,0,0,0,0,1,84,70,1,0,0,1,0,84.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,5,8,2011,217,0,0,1,0,0,84,70,1,0,0,1,0,84.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,5,8,2011,217,0,0,0,1,0,84,70,1,0,0,1,0,84.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,6,8,2011,217,0,0,0,0,1,84,70,1,0,0,1,0,84.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.957799,-87.930995,8,8,2011,217,0,0,1,0,0,84,70,1,0,0,1,0,84.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.957799,-87.930995,39,8,2011,217,1,0,0,1,0,84,70,1,0,0,1,0,84.0,0.0,0.0,0.0,1.0,0.0,87.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,1,8,2011,224,0,0,0,0,1,82,65,0,0,0,1,0,81.0,0.0,0.0,1.0,1.0,0.0,78.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,1,8,2011,224,0,1,0,0,0,82,65,0,0,0,1,0,81.0,0.0,0.0,1.0,1.0,0.0,78.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,1,8,2011,224,0,0,1,0,0,82,65,0,0,0,1,0,81.0,0.0,0.0,1.0,1.0,0.0,78.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,4,8,2011,224,0,0,0,1,0,82,65,0,0,0,1,0,81.0,0.0,0.0,1.0,1.0,0.0,78.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,7,8,2011,224,0,0,0,0,1,82,65,0,0,0,1,0,81.0,0.0,0.0,1.0,1.0,0.0,78.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,5,8,2011,224,0,0,1,0,0,82,65,0,0,0,1,0,81.0,0.0,0.0,1.0,1.0,0.0,78.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,11,8,2011,224,0,0,0,1,0,82,65,0,0,0,1,0,81.0,0.0,0.0,1.0,1.0,0.0,78.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,2,8,2011,224,0,0,0,1,0,82,65,0,0,0,1,0,81.0,0.0,0.0,1.0,1.0,0.0,78.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,11,8,2011,224,0,0,0,1,0,82,65,0,0,0,1,0,81.0,0.0,0.0,1.0,1.0,0.0,78.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,4,8,2011,224,0,0,0,0,1,82,65,0,0,0,1,0,81.0,0.0,0.0,1.0,1.0,0.0,78.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,1,8,2011,224,0,1,0,0,0,82,65,0,0,0,1,0,81.0,0.0,0.0,1.0,1.0,0.0,78.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.957799,-87.930995,7,8,2011,224,0,0,1,0,0,82,65,0,0,0,1,0,81.0,0.0,0.0,1.0,1.0,0.0,78.0,0.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,6,8,2011,231,0,0,0,1,0,87,67,0,0,0,1,0,85.0,0.0,0.0,0.0,1.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,3,8,2011,231,0,0,0,0,1,87,67,0,0,0,1,0,85.0,0.0,0.0,0.0,1.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,2,8,2011,231,0,1,0,0,0,87,67,0,0,0,1,0,85.0,0.0,0.0,0.0,1.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,16,8,2011,231,1,0,0,1,0,87,67,0,0,0,1,0,85.0,0.0,0.0,0.0,1.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,16,8,2011,231,0,0,0,0,1,87,67,0,0,0,1,0,85.0,0.0,0.0,0.0,1.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,1,8,2011,231,0,0,0,1,0,87,67,0,0,0,1,0,85.0,0.0,0.0,0.0,1.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,1,8,2011,231,0,0,0,1,0,87,67,0,0,0,1,0,85.0,0.0,0.0,0.0,1.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,3,8,2011,231,0,0,0,1,0,87,67,0,0,0,1,0,85.0,0.0,0.0,0.0,1.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.957799,-87.930995,2,8,2011,231,0,0,1,0,0,87,67,0,0,0,1,0,85.0,0.0,0.0,0.0,1.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.957799,-87.930995,10,8,2011,231,0,0,0,1,0,87,67,0,0,0,1,0,85.0,0.0,0.0,0.0,1.0,0.0,83.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,1,8,2011,238,0,0,0,1,0,83,61,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,92.0,0.0,0.0,0.0,1.0,1.0
10,0.02878787878787879,41.773215,-87.60088,1,8,2011,238,0,0,0,1,0,83,61,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,92.0,0.0,0.0,0.0,1.0,1.0
10,0.02878787878787879,41.773215,-87.60088,4,8,2011,238,0,0,0,0,1,83,61,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,92.0,0.0,0.0,0.0,1.0,1.0
10,0.02878787878787879,41.723195,-87.64997,1,8,2011,238,0,0,0,1,0,83,61,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,92.0,0.0,0.0,0.0,1.0,1.0
10,0.02878787878787879,41.72646500000001,-87.585413,12,8,2011,238,0,0,0,1,0,83,61,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,92.0,0.0,0.0,0.0,1.0,1.0
10,0.02878787878787879,41.72646500000001,-87.585413,5,8,2011,238,0,0,0,0,1,83,61,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,92.0,0.0,0.0,0.0,1.0,1.0
10,0.02878787878787879,41.957799,-87.930995,13,8,2011,238,0,0,0,1,0,83,61,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,92.0,0.0,0.0,0.0,1.0,1.0
10,0.02878787878787879,41.957799,-87.930995,3,8,2011,238,0,0,0,0,1,83,61,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,92.0,0.0,0.0,0.0,1.0,1.0
10,0.02878787878787879,41.89923,-87.716788,10,9,2011,244,0,0,0,1,0,94,74,0,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,79.0,1.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,2,9,2011,244,0,0,0,0,1,94,74,0,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,79.0,1.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,1,9,2011,244,0,0,1,0,0,94,74,0,0,0,1,0,88.0,1.0,0.0,0.0,1.0,0.0,79.0,1.0,0.0,1.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,1,9,2011,245,0,0,1,0,0,94,79,0,0,0,1,0,94.0,0.0,0.0,0.0,1.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,2,9,2011,245,0,0,0,1,0,94,79,0,0,0,1,0,94.0,0.0,0.0,0.0,1.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,1,9,2011,245,0,0,1,0,0,94,79,0,0,0,1,0,94.0,0.0,0.0,0.0,1.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,3,9,2011,245,0,0,0,0,1,94,79,0,0,0,1,0,94.0,0.0,0.0,0.0,1.0,0.0,88.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,4,9,2011,255,0,0,1,0,0,86,64,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,12,9,2011,255,0,0,0,1,0,86,64,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,6,9,2011,255,0,0,0,0,1,86,64,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,2,9,2011,255,0,0,0,1,0,86,64,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,1,9,2011,255,0,0,0,0,1,86,64,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,2,9,2011,255,0,0,0,0,1,86,64,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,2,9,2011,255,0,0,1,0,0,86,64,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,13,9,2011,255,0,0,0,1,0,86,64,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,1,9,2011,255,0,0,0,0,1,86,64,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,1,9,2011,255,0,1,0,0,0,86,64,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.974689,-87.890615,2,9,2011,255,0,0,1,0,0,86,64,0,0,1,1,0,83.0,0.0,0.0,0.0,1.0,0.0,78.0,0.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,6,9,2011,259,0,0,1,0,0,59,48,0,1,1,1,0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,6,9,2011,259,0,0,0,1,0,59,48,0,1,1,1,0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,13,9,2011,259,0,0,0,0,1,59,48,0,1,1,1,0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,1,9,2011,259,0,1,0,0,0,59,48,0,1,1,1,0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,8,9,2011,259,0,0,1,0,0,59,48,0,1,1,1,0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,14,9,2011,259,0,0,0,1,0,59,48,0,1,1,1,0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,4,9,2011,259,0,0,0,0,1,59,48,0,1,1,1,0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.974689,-87.890615,11,9,2011,259,0,0,0,0,1,59,48,0,1,1,1,0,60.0,0.0,1.0,1.0,1.0,0.0,60.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,2,9,2011,266,0,0,0,0,1,62,48,1,1,0,1,0,64.0,0.0,1.0,0.0,1.0,0.0,72.0,1.0,1.0,1.0,1.0,1.0
10,0.02878787878787879,41.723195,-87.64997,2,9,2011,266,0,0,0,1,0,62,48,1,1,0,1,0,64.0,0.0,1.0,0.0,1.0,0.0,72.0,1.0,1.0,1.0,1.0,1.0
10,0.02878787878787879,41.750498,-87.605294,1,9,2011,266,0,0,1,0,0,62,48,1,1,0,1,0,64.0,0.0,1.0,0.0,1.0,0.0,72.0,1.0,1.0,1.0,1.0,1.0
10,0.02878787878787879,41.750498,-87.605294,3,9,2011,266,0,0,0,1,0,62,48,1,1,0,1,0,64.0,0.0,1.0,0.0,1.0,0.0,72.0,1.0,1.0,1.0,1.0,1.0
10,0.02878787878787879,41.750498,-87.605294,1,9,2011,266,0,1,0,0,0,62,48,1,1,0,1,0,64.0,0.0,1.0,0.0,1.0,0.0,72.0,1.0,1.0,1.0,1.0,1.0
10,0.02878787878787879,41.72646500000001,-87.585413,4,9,2011,266,0,0,0,1,0,62,48,1,1,0,1,0,64.0,0.0,1.0,0.0,1.0,0.0,72.0,1.0,1.0,1.0,1.0,1.0
10,0.02878787878787879,41.957799,-87.930995,1,9,2011,266,0,0,1,0,0,62,48,1,1,0,1,0,64.0,0.0,1.0,0.0,1.0,0.0,72.0,1.0,1.0,1.0,1.0,1.0
10,0.02878787878787879,41.957799,-87.930995,2,9,2011,266,0,0,0,1,0,62,48,1,1,0,1,0,64.0,0.0,1.0,0.0,1.0,0.0,72.0,1.0,1.0,1.0,1.0,1.0
10,0.02878787878787879,41.957799,-87.930995,6,9,2011,266,0,0,0,0,1,62,48,1,1,0,1,0,64.0,0.0,1.0,0.0,1.0,0.0,72.0,1.0,1.0,1.0,1.0,1.0
10,0.02878787878787879,41.89923,-87.716788,1,9,2011,273,0,0,0,1,0,58,47,1,1,0,0,1,66.0,1.0,1.0,0.0,0.0,1.0,64.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,1,9,2011,273,0,0,0,1,0,58,47,1,1,0,0,1,66.0,1.0,1.0,0.0,0.0,1.0,64.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,1,9,2011,273,0,0,0,0,1,58,47,1,1,0,0,1,66.0,1.0,1.0,0.0,0.0,1.0,64.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.974689,-87.890615,2,9,2011,273,0,0,1,0,0,58,47,1,1,0,0,1,66.0,1.0,1.0,0.0,0.0,1.0,64.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,10,6,2013,158,0,0,0,0,1,68,54,0,1,1,1,0,65.0,1.0,1.0,0.0,1.0,0.0,76.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,2,6,2013,158,0,0,0,1,0,68,54,0,1,1,1,0,65.0,1.0,1.0,0.0,1.0,0.0,76.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,1,6,2013,158,0,0,0,0,1,68,54,0,1,1,1,0,65.0,1.0,1.0,0.0,1.0,0.0,76.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,2,6,2013,158,0,0,0,1,0,68,54,0,1,1,1,0,65.0,1.0,1.0,0.0,1.0,0.0,76.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,1,6,2013,158,0,0,0,0,1,68,54,0,1,1,1,0,65.0,1.0,1.0,0.0,1.0,0.0,76.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,4,6,2013,158,0,0,0,0,1,68,54,0,1,1,1,0,65.0,1.0,1.0,0.0,1.0,0.0,76.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,2,6,2013,158,0,0,0,1,0,68,54,0,1,1,1,0,65.0,1.0,1.0,0.0,1.0,0.0,76.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.957799,-87.930995,10,6,2013,158,0,0,0,1,0,68,54,0,1,1,1,0,65.0,1.0,1.0,0.0,1.0,0.0,76.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.957799,-87.930995,22,6,2013,158,0,0,0,0,1,68,54,0,1,1,1,0,65.0,1.0,1.0,0.0,1.0,0.0,76.0,1.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,1,6,2013,165,0,0,0,1,0,78,57,0,1,1,1,0,73.0,0.0,0.0,0.0,0.0,1.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,5,6,2013,165,0,0,0,1,0,78,57,0,1,1,1,0,73.0,0.0,0.0,0.0,0.0,1.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,13,6,2013,165,0,0,0,0,1,78,57,0,1,1,1,0,73.0,0.0,0.0,0.0,0.0,1.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,7,6,2013,165,0,0,0,0,1,78,57,0,1,1,1,0,73.0,0.0,0.0,0.0,0.0,1.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,25,6,2013,165,0,0,0,1,0,78,57,0,1,1,1,0,73.0,0.0,0.0,0.0,0.0,1.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,20,6,2013,165,0,0,0,0,1,78,57,0,1,1,1,0,73.0,0.0,0.0,0.0,0.0,1.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,1,6,2013,165,0,0,0,1,0,78,57,0,1,1,1,0,73.0,0.0,0.0,0.0,0.0,1.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.72646500000001,-87.585413,13,6,2013,165,0,0,0,0,1,78,57,0,1,1,1,0,73.0,0.0,0.0,0.0,0.0,1.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.957799,-87.930995,9,6,2013,165,0,0,0,0,1,78,57,0,1,1,1,0,73.0,0.0,0.0,0.0,0.0,1.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,32,6,2013,172,0,0,0,0,1,85,70,1,0,0,1,0,86.0,0.0,0.0,1.0,1.0,0.0,75.0,0.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,4,6,2013,172,0,0,0,1,0,85,70,1,0,0,1,0,86.0,0.0,0.0,1.0,1.0,0.0,75.0,0.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,22,6,2013,172,0,0,0,0,1,85,70,1,0,0,1,0,86.0,0.0,0.0,1.0,1.0,0.0,75.0,0.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,6,6,2013,172,0,0,0,1,0,85,70,1,0,0,1,0,86.0,0.0,0.0,1.0,1.0,0.0,75.0,0.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,2,6,2013,172,0,0,0,0,1,85,70,1,0,0,1,0,86.0,0.0,0.0,1.0,1.0,0.0,75.0,0.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.957799,-87.930995,2,6,2013,172,0,0,0,1,0,85,70,1,0,0,1,0,86.0,0.0,0.0,1.0,1.0,0.0,75.0,0.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.957799,-87.930995,8,6,2013,172,0,0,0,0,1,85,70,1,0,0,1,0,86.0,0.0,0.0,1.0,1.0,0.0,75.0,0.0,1.0,1.0,1.0,0.0
10,0.02878787878787879,41.89923,-87.716788,3,6,2013,178,0,0,0,0,1,91,66,0,0,0,1,0,81.0,1.0,0.0,0.0,1.0,0.0,87.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,40,6,2013,179,0,0,0,1,0,83,68,1,0,0,1,0,91.0,0.0,0.0,0.0,1.0,0.0,81.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.773215,-87.60088,14,6,2013,179,0,0,0,0,1,83,68,1,0,0,1,0,91.0,0.0,0.0,0.0,1.0,0.0,81.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,7,6,2013,179,0,0,0,1,0,83,68,1,0,0,1,0,91.0,0.0,0.0,0.0,1.0,0.0,81.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.723195,-87.64997,3,6,2013,179,0,0,0,0,1,83,68,1,0,0,1,0,91.0,0.0,0.0,0.0,1.0,0.0,81.0,1.0,0.0,0.0,1.0,0.0
10,0.02878787878787879,41.750498,-87.605294,18,6,2013,179,0,0,0,1,0,83,68,1,0,0,1,0,91.0,0.0,0.0,0.0,1.0,0.0,81.0,1.0,0.0,0.0,1.0,0.0
