Date,Virus,Month,Year,DayRunner,CULEX,ALTER,PIPIENS,PIPIENS-RESTUANS,RESTUANS,near_hotspot,near_chompspot
2007-08-22,0,8,2007,234,PIPIENS,0,1,0,0,1,4
2007-08-22,0,8,2007,234,PIPIENS,0,1,0,0,1,4
2007-08-22,0,8,2007,234,ALTER,1,0,0,0,1,4
2007-08-22,0,8,2007,234,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-22,1,8,2007,234,PIPIENS,0,1,0,0,0,1
2007-08-24,1,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,4
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,1,4
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,3
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,2,4
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,RESTUANS,0,0,0,1,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,RESTUANS,0,0,0,1,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,1,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-08-24,1,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-08-24,1,8,2007,236,PIPIENS,0,1,0,0,1,2
2007-08-24,1,8,2007,236,PIPIENS,0,1,0,0,1,2
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,1,2
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-08-24,0,8,2007,236,RESTUANS,0,0,0,1,1,2
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,1,2
2007-08-24,0,8,2007,236,ALTER,1,0,0,0,1,2
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,3,5
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,3,5
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,1,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,4,5
2007-08-24,0,8,2007,236,RESTUANS,0,0,0,1,4,5
2007-08-24,1,8,2007,236,PIPIENS,0,1,0,0,4,5
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-08-24,1,8,2007,236,PIPIENS,0,1,0,0,1,1
2007-08-24,1,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,2,2
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,2,2
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,ALTER,1,0,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,2
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-08-24,1,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-08-24,0,8,2007,236,RESTUANS,0,0,0,1,0,2
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,2
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,2
2007-08-24,1,8,2007,236,PIPIENS,0,1,0,0,0,2
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,1,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,1,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,1,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,3
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,3
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,3
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,3
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,1,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-08-24,0,8,2007,236,RESTUANS,0,0,0,1,1,1
2007-08-24,1,8,2007,236,PIPIENS,0,1,0,0,1,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,3,6
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,3,6
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,3
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,1,3
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-08-24,1,8,2007,236,PIPIENS,0,1,0,0,0,2
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,1,1
2007-08-24,0,8,2007,236,ALTER,1,0,0,0,1,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,2
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,1,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,2,5
2007-08-24,0,8,2007,236,RESTUANS,0,0,0,1,2,5
2007-08-24,1,8,2007,236,PIPIENS,0,1,0,0,2,5
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,2
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-08-24,1,8,2007,236,PIPIENS,0,1,0,0,0,2
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,1,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,1,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,1,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,1,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,1,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,RESTUANS,0,0,0,1,0,0
2007-08-24,1,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,ALTER,1,0,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,1,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,1,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-08-24,1,8,2007,236,PIPIENS,0,1,0,0,1,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-08-24,1,8,2007,236,PIPIENS,0,1,0,0,0,2
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,1,1
2007-08-24,0,8,2007,236,ALTER,1,0,0,0,1,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,1,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,ALTER,1,0,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,3
2007-08-24,0,8,2007,236,ALTER,1,0,0,0,0,3
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,1
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,2
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,3
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,3
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,0
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-08-24,0,8,2007,236,PIPIENS,0,1,0,0,0,2
2007-08-24,0,8,2007,236,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-08-28,1,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-08-28,1,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,1,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,1,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,1
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,2,3
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,2,3
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,2,3
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,2,3
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,2,3
2007-08-28,1,8,2007,240,PIPIENS,0,1,0,0,2,3
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,2,3
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,2,3
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,2,3
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,2,3
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,2,3
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,2,3
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,2,3
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,2,3
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,2,3
2007-08-28,0,8,2007,240,ALTER,1,0,0,0,2,3
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,0,2
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,0,2
2007-08-28,0,8,2007,240,ALTER,1,0,0,0,0,2
2007-08-28,0,8,2007,240,ALTER,1,0,0,0,0,2
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,0,1
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,0,1
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-08-28,1,8,2007,240,PIPIENS,0,1,0,0,1,2
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,2
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,2
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,2
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,2
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,1,2
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,2
2007-08-28,0,8,2007,240,ALTER,1,0,0,0,1,2
2007-08-28,0,8,2007,240,ALTER,1,0,0,0,1,2
2007-08-28,1,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,2,3
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,2,3
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,0,4
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,0,4
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,0,4
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,0,4
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,0,4
2007-08-28,1,8,2007,240,PIPIENS,0,1,0,0,0,4
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,0,4
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,0,4
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,0,4
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,0,2
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,1,4
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,1,4
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,1,4
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,1,4
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,1,4
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,1,4
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,1,4
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,1,4
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,4
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,4
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,4
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,4
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,4
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,4
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,4
2007-08-28,1,8,2007,240,PIPIENS,0,1,0,0,1,4
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,1,4
2007-08-28,0,8,2007,240,ALTER,1,0,0,0,1,4
2007-08-28,0,8,2007,240,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-08-28,0,8,2007,240,PIPIENS,0,1,0,0,0,1
2007-09-04,1,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,1,4
2007-09-04,1,9,2007,247,PIPIENS,0,1,0,0,1,4
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,0,3
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,0,3
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,2,4
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,0,1
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,0,0
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,1,1
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-09-04,0,9,2007,247,RESTUANS,0,0,0,1,0,0
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,0,0
2007-09-04,0,9,2007,247,ALTER,1,0,0,0,0,0
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,3,5
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,0,0
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,1,0
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,4,5
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,4,5
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,4,5
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,4,5
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,1,1
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,2,2
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,0,1
2007-09-04,1,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-09-04,1,9,2007,247,PIPIENS,0,1,0,0,0,0
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,0,1
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,0,1
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,0,0
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,1,0
2007-09-04,0,9,2007,247,ALTER,1,0,0,0,0,0
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,1,0
2007-09-04,1,9,2007,247,PIPIENS,0,1,0,0,0,0
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-09-04,0,9,2007,247,RESTUANS,0,0,0,1,3,6
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,1,3
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,1,3
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,0,2
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,0,2
2007-09-04,0,9,2007,247,ALTER,1,0,0,0,0,0
2007-09-04,1,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,1,1
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,0,0
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,0,0
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,1,1
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,1,1
2007-09-04,0,9,2007,247,RESTUANS,0,0,0,1,0,0
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,0,0
2007-09-04,0,9,2007,247,PIPIENS-RESTUANS,0,0,1,0,0,1
2007-09-04,0,9,2007,247,PIPIENS,0,1,0,0,0,1
